10ulmin	20ulmin	30ulmin	40ulmin	
0.6074901687032377	1.649991542626354	2.062717709114804	2.760648659138474
0.6074901687032377	2.111499239795999	2.919076179430026	3.215684916422537
1.437756870076219	3.92939016031012	1.978886272775542	3.260361241964021
1.269771484466991	3.92939016031012	2.717509369210993	3.245721499942968
0.8693454197326138	3.92939016031012	1.706429000303305	7.774698805231956
1.202634124934543	3.92939016031012	2.767315214725164	2.44258860277231
0.8693454197326138	3.92939016031012	6.930010259794554	2.871316524181898
2.618103342496056	3.92939016031012	2.413434892689247	1.990092238515361
1.570007879193895	2.162157581269625	1.055275234608192	3.096688722468581
1.570007879193895	2.162157581269625	1.867597176335325	2.279589357476857
0.9975156734030646	0.9777233027356947	1.642030382615504	2.705319489510515
0.6194329993280785	2.882681896982778	3.504505797592394	3.552813588160345
1.004778510421972	0.9507422758537564	2.418323124408927	2.08475028174619
1.771021041316755	3.428011292214182	2.553721867537994	2.508876378757063
1.771021041316755	2.794255176395241	2.586544635533315	2.162868559277304
7.007811558460383	2.005653049109599	2.012233171893562	3.055069357804804
7.007811558460383	5.298916209004199	2.012233171893562	3.03786152825191
1.134740467267628	5.298916209004199	1.536716323055035	2.633748422073767
1.134740467267628	5.298916209004199	3.970887512273932	3.387383786836539
1.134740467267628	1.461984526785656	1.663498401744469	3.557189370676814
1.134740467267628	3.412455789685266	1.197465008866515	2.513208830226656
1.134740467267628	2.101234394212164	1.799685893723125	1.688018528206588
0.9779707472779073	0.9275144278870454	2.932003554409009	2.525887174346397
0.9779707472779073	2.432370517305572	1.670325441898319	3.178514850180457
0.9779707472779073	1.395029738365191	1.873818272854557	2.547673463931851
0.9779707472779073	2.878568682081889	2.775883182328502	2.02413204176914
0.9779707472779073	1.163892755468941	2.188866571941984	3.171588158521164
4.144642126642708	1.163892755468941	2.188866571941984	3.209658798952888
4.144642126642708	0.9634364117864049	2.326413246400187	3.051295630646219
4.144642126642708	3.682867179204701	1.351856923869858	3.427787407160328
4.144642126642708	3.682867179204701	1.510159817103444	3.812942330360314
0.9278888138851231	1.782356155052244	2.243730273777795	9.175633864189832
0.83104533084351	4.003602081498416	2.243730273777795	3.031528630789963
1.566522624323819	2.367271602021139	2.511530425185446	3.700245690285392
0.8529840294120825	2.932359831225054	2.3558042256006	2.892370425948937
0.8529840294120825	1.103771135882619	2.936462834931575	2.892370425948937
0.8529840294120825	1.103771135882619	2.035330396102006	3.747442730414419
0.8529840294120825	1.103771135882619	1.918300348628518	3.357382535092848
0.8529840294120825	1.103771135882619	2.19117473729366	3.444581811831301
0.8529840294120825	1.735968005255837	2.256852675810348	1.836648028856142
0.8529840294120825	1.735968005255837	2.41314836748507	5.744865133549176
0.8529840294120825	0.9761289289830899	3.136594403211503	2.999406864049967
0.8529840294120825	1.53369879715684	1.471146155728582	2.057647868383828
0.8529840294120825	1.705373631542883	2.205481357520648	1.873801340099247
0.9270393934467321	1.894471455408809	2.066467236712283	2.037370548879985
3.864245810242737	0.7547226771794464	2.291361035078896	2.803614515501389
3.864245810242737	1.110735267897536	1.513376481525456	1.988489342613102
1.4906463783147	2.124802605330538	2.011366530217011	1.988489342613102
3.000565437667675	0.8469273106355674	2.572650448994766	3.327277292525524
1.312803934862715	1.463583766383266	1.394289988903013	2.557267131628104
0.5812869187752244	1.463583766383266	1.942149571371832	3.061068318591501
0.5812869187752244	2.286824579290632	5.045808807093981	3.514601109041442
0.5812869187752244	2.105407720939851	1.434283978737056	4.287016372984652
0.5812869187752244	0.8800971865112774	1.434283978737056	5.020038923901931
1.545369880507669	0.4290994835134779	5.451568832676602	5.020038923901931
0.7058166898462174	0.9854119270710094	5.451568832676602	2.667888648312951
1.309455528619185	3.371136777214777	1.675924688078571	2.881909658118134
0.7888440169613021	1.84786405352148	2.119348298015709	3.535842969643488
0.7888440169613021	2.494631011681911	1.629188596189654	3.134196860410861
0.739191410231659	1.646023962153681	0.691201803677877	3.482159745889583
1.285802158822975	1.646023962153681	5.467392851278171	3.216057478542773
1.387135206786325	1.646023962153681	2.051114609417755	3.823066256012678
1.122208262332271	0.2768068079617818	3.173859433526951	3.504899973874924
2.199266381203885	3.901159205119975	2.127090665477835	3.780649694423926
1.783117172020627	3.901159205119975	1.757633347721198	2.721148980590289
0.6532149302759062	0.3843405313334491	2.557626318899501	3.175601058451491
1.175025668552019	1.802888944062758	6.656894862234243	2.518313702244544
5.704649500954585	22.89500535859316	2.679765756967332	2.518313702244544
