 	slice	peaks
1	1	36481
2	2	36507
3	3	36466
4	4	36451
5	5	36446
6	6	36477
7	7	36382
8	8	36469
9	9	36396
10	10	36415
11	11	36395
12	12	36440
13	13	36391
14	14	36434
15	15	36363
16	16	36435
17	17	36433
18	18	36453
19	19	36464
20	20	36426
21	21	36448
22	22	36445
23	23	36458
24	24	36481
25	25	36534
26	26	36482
27	27	36527
28	28	36512
29	29	36440
30	30	36451
31	31	36446
32	32	36432
33	33	36452
34	34	36453
35	35	36295
36	36	36346
37	37	36402
38	38	36442
39	39	36403
40	40	36424
41	41	36416
42	42	36403
43	43	36344
44	44	36388
45	45	36402
46	46	36374
47	47	36495
48	48	36436
49	49	36409
50	50	36371
51	51	36423
52	52	36439
53	53	36424
54	54	36402
55	55	36426
56	56	36374
57	57	36436
58	58	36394
59	59	36372
60	60	36413
61	61	36425
62	62	36379
63	63	36378
64	64	36373
65	65	36436
66	66	36395
67	67	36422
68	68	36431
69	69	36336
70	70	36395
71	71	36305
72	72	36394
73	73	36382
74	74	36416
75	75	36420
76	76	36356
77	77	36437
78	78	36408
79	79	36532
80	80	36571
81	81	36541
82	82	36598
83	83	36562
84	84	36543
85	85	36543
86	86	36535
87	87	36531
88	88	36522
89	89	36473
90	90	36484
91	91	36512
92	92	36460
93	93	36486
94	94	36453
95	95	36504
96	96	36513
97	97	36518
98	98	36444
99	99	36438
100	100	36397
101	101	36381
102	102	36509
103	103	36387
104	104	36360
105	105	36383
106	106	36334
107	107	36399
108	108	36408
109	109	36397
110	110	36405
111	111	36394
112	112	36410
113	113	36361
114	114	36419
115	115	36435
116	116	36388
117	117	36349
118	118	36403
119	119	36446
120	120	36397
121	121	36432
122	122	36367
123	123	36381
124	124	36369
125	125	36284
126	126	36333
127	127	36316
128	128	36265
129	129	36300
130	130	36329
131	131	36395
132	132	36261
133	133	36330
134	134	36302
135	135	36405
136	136	36403
137	137	36455
138	138	36395
139	139	36328
140	140	36391
141	141	36355
142	142	36432
143	143	36377
144	144	36398
145	145	36372
146	146	36423
147	147	36360
148	148	36404
149	149	36350
150	150	36430
151	151	36386
152	152	36458
153	153	36389
154	154	36402
155	155	36437
156	156	36393
157	157	36357
158	158	36420
159	159	36362
160	160	36404
161	161	36346
162	162	36362
163	163	36442
164	164	36372
165	165	36386
166	166	36370
167	167	36320
168	168	36318
169	169	36412
