 	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory
1	22.247	136.455	2263.936	42.640	1	1	200	0
2	22.232	137.203	2263.930	42.628	1	1	201	0
3	21.825	136.888	2263.936	42.642	1	1	202	0
4	22.405	132.589	2263.931	42.466	1	1	203	0
5	22.237	135.452	2263.922	42.661	1	1	204	0
6	22.044	135.991	2263.926	42.712	1	1	205	0
7	22.165	135.469	2263.930	42.577	1	1	206	0
8	21.981	135.040	2263.935	42.773	1	1	207	0
9	22.125	135.979	2263.945	42.846	1	1	208	0
10	21.916	138.258	2263.945	42.777	1	1	209	0
11	22.261	136.843	2263.946	42.665	1	1	210	0
12	22.060	137.780	2263.946	42.719	1	1	211	0
13	21.974	137.792	2263.955	42.840	1	1	212	0
14	22.260	137.494	2263.953	42.719	1	1	213	0
15	22.350	137.524	2263.960	42.579	1	1	214	0
16	22.208	137.584	2263.952	42.705	1	1	215	0
17	21.996	137.950	2263.965	42.762	1	1	216	0
18	22.175	136.068	2263.965	42.854	1	1	217	0
19	21.770	138.428	2263.975	42.846	1	1	218	0
20	22.158	137.466	2263.976	42.944	1	1	219	0
21	22.008	137.207	2263.980	42.965	1	1	220	0
22	22.086	138.671	2263.972	42.818	1	1	221	0
23	22.113	137.513	2263.977	42.803	1	1	222	0
24	21.836	138.075	2263.975	42.835	1	1	223	0
25	22.079	137.631	2263.986	42.706	1	1	224	0
26	22.172	136.595	2263.977	42.682	1	1	225	0
27	22.403	136.190	2263.976	42.635	1	1	226	0
28	22.226	137.425	2263.973	42.777	1	1	227	0
29	22.305	137.758	2263.979	42.870	1	1	228	0
30	22.110	138.817	2263.975	42.756	1	1	229	0
31	22.037	137.947	2263.983	42.791	1	1	230	0
32	22.032	137.826	2263.978	42.806	1	1	231	0
33	21.898	136.794	2263.967	42.825	1	1	232	0
34	22.110	136.580	2263.972	42.807	1	1	233	0
35	22.417	135.456	2263.947	42.808	1	1	234	0
36	21.949	137.675	2263.941	42.834	1	1	235	0
37	21.914	137.632	2263.937	42.824	1	1	236	0
38	21.650	137.934	2263.937	42.822	1	1	237	0
39	21.690	135.237	2263.948	42.839	1	1	238	0
40	21.792	136.034	2263.941	42.839	1	1	239	0
41	22.110	137.055	2263.934	42.840	1	1	240	0
42	21.817	137.586	2263.942	42.840	1	1	241	0
