 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
1	814	48.309	67.139	2804.826	484.803	0.533	0.557	534	7	-0.064	0.165	80.100	0.000	0.000
2	815	48.059	62.509	2804.916	484.905	0.566	0.587	535	7	0.062	0.331	80.250	0.089	0.118
3	816	48.223	62.375	2804.849	484.910	0.507	0.568	536	7	-0.042	0.338	80.400	0.067	0.098
4	817	48.129	63.058	2804.856	485.039	0.561	0.558	537	7	-0.024	0.518	80.550	0.055	0.144
5	818	47.780	61.363	2804.874	484.934	0.544	0.577	538	7	0.003	0.360	80.700	0.049	0.126
6	819	48.051	62.533	2804.913	484.835	0.560	0.525	539	7	0.075	0.176	80.850	0.056	0.131
7	820	48.468	65.042	2804.900	484.890	0.559	0.548	540	7	0.059	0.269	81.000	0.056	0.121
8	821	48.480	62.114	2804.916	484.867	0.565	0.538	541	7	0.096	0.221	81.150	0.060	0.116
9	822	48.562	59.222	2804.897	484.908	0.569	0.571	542	7	0.045	0.285	81.300	0.057	0.109
10	823	48.011	65.002	2804.881	484.876	0.547	0.529	543	7	0.034	0.245	81.450	0.054	0.104
11	824	48.431	64.156	2804.865	484.746	0.566	0.533	544	7	0.029	0.018	81.600	0.051	0.128
12	825	47.770	67.054	2804.816	484.775	0.536	0.566	545	7	-0.059	0.051	81.750	0.054	0.137
13	826	48.083	67.825	2804.906	484.866	0.535	0.542	546	7	0.072	0.189	81.900	0.054	0.132
14	827	48.294	62.645	2804.906	484.823	0.570	0.557	547	7	0.090	0.096	82.050	0.055	0.133
15	828	48.389	63.612	2804.850	484.695	0.545	0.545	548	7	0.005	-0.091	82.200	0.053	0.153
16	829	48.160	66.230	2804.867	484.788	0.537	0.570	549	7	0.078	0.026	82.350	0.053	0.155
17	830	47.989	64.598	2804.863	484.928	0.548	0.551	550	7	0.040	0.248	82.500	0.052	0.151
18	831	48.619	66.016	2804.847	484.922	0.507	0.523	551	7	0.008	0.232	82.650	0.050	0.146
19	832	48.420	63.339	2804.857	484.934	0.548	0.576	552	7	0.030	0.272	82.800	0.049	0.143
20	833	48.175	60.082	2804.867	484.810	0.563	0.536	553	7	0.030	0.056	82.950	0.048	0.143
21	834	47.809	61.305	2804.883	484.911	0.563	0.570	554	7	0.066	0.213	83.100	0.043	0.143
22	835	48.401	62.551	2804.810	484.791	0.535	0.546	555	7	-0.062	0.003	83.250	0.048	0.146
23	836	48.124	63.621	2804.789	484.802	0.543	0.546	556	7	-0.093	0.066	83.400	0.053	0.144
24	837	48.471	58.839	2804.853	484.869	0.560	0.572	557	7	0.018	0.152	83.550	0.051	0.119
25	838	47.788	63.253	2804.861	484.849	0.565	0.551	558	7	0.022	0.142	83.700	0.051	0.109
26	839	48.183	60.751	2804.850	484.692	0.569	0.571	559	7	-0.010	-0.115	83.850	0.050	0.123
27	840	48.328	61.058	2804.849	484.705	0.569	0.585	560	7	-0.026	-0.117	84.000	0.051	0.130
28	841	48.336	65.926	2804.847	484.712	0.559	0.529	561	7	-0.040	-0.088	84.150	0.050	0.134
29	842	48.175	58.648	2804.817	484.871	0.544	0.598	562	7	-0.085	0.178	84.300	0.054	0.128
30	843	48.737	67.207	2804.834	484.891	0.520	0.536	563	7	-0.053	0.205	84.450	0.055	0.126
31	844	48.475	62.433	2804.836	485.031	0.545	0.542	564	7	-0.045	0.440	84.600	0.055	0.147
32	845	47.809	66.336	2804.851	484.925	0.565	0.563	565	7	-0.029	0.267	84.750	0.054	0.151
33	846	48.236	62.041	2804.877	484.917	0.557	0.546	566	7	-0.003	0.262	84.900	0.052	0.153
34	847	48.235	63.363	2804.877	484.855	0.549	0.548	567	7	0.003	0.173	85.050	0.047	0.154
