 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
1	3860	18.013	44.110	814.941	1582.529	0.566	0.682	601	2	-0.024	0.022	90.150	0.000	0.000
2	3861	17.172	46.145	814.998	1582.477	0.654	0.667	602	2	0.035	-0.093	90.300	0.042	0.082
3	3862	18.236	43.588	814.928	1582.430	0.603	0.638	603	2	-0.045	-0.138	90.450	0.042	0.082
4	3863	18.261	41.418	814.945	1582.433	0.625	0.640	604	2	-0.014	-0.128	90.600	0.034	0.074
5	3864	17.503	45.552	814.938	1582.569	0.602	0.605	605	2	-0.026	0.088	90.750	0.030	0.100
6	3865	18.082	42.537	814.931	1582.402	0.612	0.654	606	2	-0.053	-0.194	90.900	0.031	0.107
7	3866	18.519	45.000	814.910	1582.399	0.584	0.656	607	2	-0.090	-0.202	91.050	0.038	0.109
8	3867	18.123	50.973	814.982	1582.565	0.583	0.527	608	2	0.040	0.078	91.200	0.044	0.118
9	3868	18.159	47.350	815.044	1582.618	0.589	0.594	609	2	0.130	0.154	91.350	0.065	0.133
10	3869	18.366	49.002	814.975	1582.613	0.608	0.583	610	2	0.040	0.166	91.500	0.063	0.142
11	3870	17.556	41.182	815.034	1582.592	0.645	0.729	611	2	0.133	0.131	91.650	0.072	0.143
12	3871	18.329	40.476	814.913	1582.613	0.671	0.656	612	2	-0.088	0.138	91.800	0.074	0.143
13	3872	18.394	42.772	815.025	1582.610	0.614	0.665	613	2	0.096	0.138	91.950	0.076	0.142
14	3873	17.582	25.202	813.443	1582.381	-0.707	0.629	614	2	-2.411	-0.205	92.100	0.651	0.148
15	3874	18.513	43.715	814.978	1582.466	0.557	0.650	615	2	0.038	-0.075	92.250	0.630	0.144
16	3875	17.459	43.098	814.937	1582.492	0.595	0.692	616	2	-0.061	-0.067	92.400	0.609	0.140
17	3876	17.218	39.727	814.949	1582.644	0.656	0.735	617	2	-0.042	0.176	92.550	0.590	0.143
18	3877	18.007	41.409	814.924	1582.608	0.573	0.640	618	2	-0.054	0.146	92.700	0.573	0.143
19	3878	18.587	46.141	814.983	1582.551	0.576	0.611	619	2	0.014	0.027	92.850	0.558	0.139
20	3879	18.127	26.486	814.986	1582.665	0.589	0.698	621	2	0.037	0.227	93.150	0.544	0.144
21	3880	17.681	50.324	815.035	1582.724	0.605	0.562	622	2	0.152	0.358	93.300	0.547	0.162
22	3881	18.545	45.775	814.941	1582.692	0.558	0.666	623	2	-0.026	0.280	93.450	0.546	0.168
23	3882	17.630	48.102	814.991	1582.785	0.614	0.592	624	2	0.069	0.445	93.600	0.548	0.183
24	3883	18.148	48.840	814.997	1582.637	0.598	0.577	625	2	0.083	0.211	93.750	0.549	0.178
25	3884	17.350	44.567	815.072	1582.479	0.633	0.626	627	2	0.198	-0.046	94.050	0.553	0.181
26	3885	18.160	42.704	814.992	1582.510	0.565	0.652	629	2	0.048	-0.018	94.350	0.554	0.170
27	3886	18.490	52.014	815.014	1582.540	0.587	0.492	630	2	0.106	0.051	94.500	0.555	0.155
28	3887	17.773	46.118	815.043	1582.548	0.569	0.594	631	2	0.147	0.061	94.650	0.557	0.155
29	3888	17.469	40.794	814.845	1582.608	0.662	0.625	633	2	-0.149	0.178	94.950	0.555	0.156
30	3889	17.113	50.523	814.873	1582.560	0.574	0.568	634	2	-0.141	0.064	95.100	0.554	0.156
31	3890	17.583	45.338	814.919	1582.569	0.598	0.624	635	2	-0.069	0.077	95.250	0.552	0.156
32	3891	17.603	40.013	814.965	1582.607	0.612	0.704	636	2	0.022	0.155	95.400	0.553	0.156
33	3892	17.540	39.804	814.960	1582.553	0.612	0.708	637	2	0.006	0.059	95.550	0.551	0.156
34	3893	17.920	42.825	814.940	1582.446	0.627	0.616	638	2	-0.034	-0.120	95.700	0.093	0.148
35	3894	17.243	39.311	814.985	1582.539	0.669	0.667	639	2	0.018	0.010	95.850	0.093	0.144
36	3895	18.122	48.201	814.996	1582.574	0.570	0.513	640	2	0.051	0.082	96.000	0.091	0.138
37	3896	18.294	42.325	814.873	1582.470	0.623	0.631	641	2	-0.150	-0.091	96.150	0.098	0.145
38	3897	18.243	45.324	814.950	1582.459	0.606	0.609	642	2	-0.018	-0.099	96.300	0.097	0.152
39	3898	17.211	40.688	815.006	1582.406	0.591	0.697	643	2	0.077	-0.178	96.450	0.098	0.163
40	3899	18.277	46.099	814.937	1582.431	0.568	0.598	644	2	-0.043	-0.149	96.600	0.099	0.167
41	3900	17.689	43.032	815.002	1582.465	0.610	0.698	645	2	0.062	-0.093	96.750	0.094	0.156
42	3901	17.777	43.972	815.060	1582.448	0.599	0.676	646	2	0.138	-0.136	96.900	0.098	0.150
43	3902	18.560	48.928	815.022	1582.636	0.514	0.581	647	2	0.078	0.166	97.050	0.098	0.119
44	3903	17.137	42.971	815.038	1582.499	0.621	0.723	648	2	0.107	-0.050	97.200	0.099	0.110
45	3904	17.303	41.176	815.026	1582.467	0.610	0.691	649	2	0.083	-0.107	97.350	0.091	0.112
46	3905	17.109	40.816	814.971	1582.471	0.657	0.710	650	2	-0.027	-0.122	97.500	0.092	0.114
47	3906	18.091	43.481	815.060	1582.556	0.607	0.613	651	2	0.112	0.011	97.650	0.092	0.114
48	3907	18.210	40.215	815.027	1582.532	0.620	0.649	652	2	0.083	-0.005	97.800	0.088	0.112
49	3908	18.169	45.221	814.974	1582.467	0.573	0.642	653	2	-0.013	-0.118	97.950	0.080	0.104
50	3909	17.544	45.267	814.927	1582.603	0.642	0.621	654	2	-0.086	0.101	98.100	0.075	0.107
51	3910	18.025	47.615	815.005	1582.456	0.580	0.597	655	2	0.001	-0.173	98.250	0.072	0.108
52	3911	18.274	45.990	815.037	1582.518	0.619	0.569	656	2	0.074	-0.051	98.400	0.073	0.097
53	3912	18.183	51.015	814.971	1582.413	0.570	0.508	657	2	-0.035	-0.222	98.550	0.074	0.101
